OBJECTID,SSAMPLENO,LONGITUDE,LATITUDE,SIO2,AL2O3,FE2O3,TIO2,CAO,MGO,MNO,NA2O,K2O,P2O5,BA,GA,SC,V,TH,PB,NI,CO,RB,SR,Y,ZR,NB,CR,CU,ZN,LA,CE,PR,ND,SM,EU,TB,GD,DY,HO,ER,TM,YB,LU,HF,TA,U,TREE
3140,57G01/A1/C/16,77.0417,14.9583,55.15,20.87,6.65,0.7,1.62,1.38,0.06,0.82,1.49,0.05,390,26,12,118,5,16,39,18,67,207,15,380,12,67,35,61,27.38,88.74,5.82,20.35,3.94,0.95,0.56,3.08,3.13,0.58,1.82,0.3,1.96,0.33,11.61,1.05,1.94,155.86
3143,57G01/B1/C/16,77.125,14.9583,56.74,23.25,5.27,0.68,0.77,0.81,0.03,1.79,1.83,0.06,269,32,6,51,24,23,11,16,77,134,14,489,14,29,2,40,93.76,149.12,20.69,70.34,11.17,1.95,0.86,6.41,3.71,0.61,1.57,0.26,1.76,0.27,14.72,0.79,4.56,356.07
3146,57G01/C1/C/16,77.2083,14.9583,55.84,19.87,7.62,0.62,1.22,1.5,0.05,0.95,1.46,0.04,272,30,17,118,23,38,54,14,76,91,17,269,7,89,79,54,79.1,163.42,13.47,43.72,6.44,1.37,0.75,4.69,3.76,0.68,2.1,0.27,2.05,0.32,8.46,0.39,4.41,317.45
3141,57G01/A2/C/16,77.0417,14.875,56.14,18.83,6.76,0.78,3.45,1.93,0.09,1.3,1.76,0.05,415,24,15,111,12,19,51,17,94,213,29,439,13,126,35,78,44.13,92.43,9.07,32.8,6.32,1.19,0.91,5.31,5.18,0.98,2.75,0.46,3.05,0.5,13.28,1.11,2.81,199.77
3148,57G01/C3/C/16,77.2083,14.7917,56.53,23.78,6.11,0.74,0.44,0.47,0.02,1.88,1.56,0.05,356,30,6,65,18,16,8,6,61,99,16,964,11,18,3,32,62.03,181.72,26.29,159.55,6.2,1.35,3.01,6.18,7.72,0.65,2.04,0.34,2.48,0.44,27.56,0.78,3.61,453.82
3145,57G01/B3/C/16,77.125,14.7917,56.68,21.4,7.24,1.1,1.27,1.35,0.08,0.84,2.55,0.11,723,35,13,126,17,32,22,18,130,323,41,2189,16,59,33,87,102.72,206.86,20.54,71.2,11.99,2.38,1.64,9.42,8.93,1.75,5.54,0.89,6.07,0.97,70.05,1.35,5.96,441.48
3142,57G01/A3/C/16,77.0417,14.7917,55.21,22.8,6.83,0.62,0.78,0.94,0.05,1.23,0.47,0.05,147,30,14,83,11,13,44,20,24,84,13,246,18,87,2,24,26.99,136.96,5.34,18.83,3.26,0.67,0.5,2.66,2.83,0.51,1.55,0.27,1.77,0.27,8.02,2.21,4.94,199.75
3147,57G01/C2/C/16,77.2083,14.875,54.97,21.48,4.74,0.66,4.4,1,0.04,1.38,1.74,0.06,379,31,9,58,44,40,16,6,110,205,24,781,8,25,5,84,152.2,290.35,29.18,98.69,14.72,2.11,1.41,9.27,5.75,1,2.8,0.41,2.72,0.44,25.53,0.75,5.03,601.78
3144,57G01/B2/C/16,77.125,14.875,49.55,21.47,10.18,1.25,1.61,2.43,0.09,0.87,0.99,0.05,315,28,17,167,5,18,100,35,66,159,18,444,11,198,71,118,24.89,50.93,10.81,68.58,3.1,0.7,1.39,3.25,3.96,0.4,1.07,0.18,1.12,0.17,6.35,0.59,1.26,167.3
2344,57E/4/C8/SS/10,77.1142,15.2097,58.82,12.82,5.43,0.62,6.72,1.35,0.09,1.55,2.17,0.09,0.09,19,14,68,2,36,36,26,51,378,20,331,15,54,24,23,28.6,68.6,7,28.12,5.45,1.84,0.71,4.62,4.14,0.82,2.19,0.36,2.36,0.35,9.09,1.06,1.56,150.54
2342,57E/4/C6/SS/10,77.1481,15.1344,24.73,8.08,3.22,0.5,29.63,2.2,0.07,2.56,0.52,0.07,0.07,11,27,62,7,46,46,43,37,340,22,172,7,45,20,46,33.93,47.22,6.34,22.73,3.85,1.39,0.56,3.55,3.16,0.62,1.63,0.25,1.59,0.23,4.44,0.26,2.36,123.5
2345,57E/4/C9/SS/10,77.2072,15.1672,43.51,11.63,18.45,0.59,4.81,2.29,0.13,0.48,0.45,0.1,0.1,6,15,114,11,72,72,35,26,103,14,125,6,118,95,327,15.51,31.08,3.61,14.23,2.81,1.16,0.44,2.74,2.67,0.54,1.48,0.23,1.54,0.22,4.22,0.32,1.21,75.52
2337,57E/4/C1/SS/10,77.2169,15.0353,26.83,9.76,54.56,0.2,0.77,0.26,0.06,0.39,0.94,0.07,0.07,20,7,27,21,8,24,38,32,29,11,81,5,37,13,49,16.35,32.61,3.71,14.24,2.69,1.35,0.38,2.46,2.31,0.47,1.36,0.22,1.52,0.23,4.53,0.76,3.17,77.44
2338,57E/4/C2/SS/10,77.1142,15.0353,54.94,16.28,6.32,0.75,3.58,1.56,0.1,1.32,1.58,0.16,0.16,22,13,97,8,15,43,19,56,311,20,207,15,65,31,49,42.01,80.37,10.62,40.7,7.15,2.32,0.88,5.88,4.71,0.89,2.34,0.37,2.33,0.36,7.31,1.25,2.5,195.05
2250,57F-09/C-III/10-12,77.731,14.81,62.62,18.9,4.08,0.51,0.53,0.73,0.05,0.84,3.81,0.06,425.4,26.1,7.5,59.3,35.7,16.8,29,11.8,184.1,99.8,26,383.9,19.4,78.6,20.1,33.2,105.66,159.01,20.32,70.69,10.52,2.23,1.14,8.36,5.25,1.04,2.73,0.43,2.86,0.42,11.15,1.18,4.04,382.3
2248,57F-09/C-I/10-12,77.544,14.796,44.94,16.06,8.75,0.74,7.85,2.92,0.12,0.54,1.01,0.08,348.3,19.8,30.8,174.6,5.3,15.4,73.8,33.9,55.1,173.8,22.6,181.5,9.3,105.4,70.8,57.5,18.72,41.65,4.35,17.95,3.87,1.41,0.62,3.9,3.4,0.73,2.02,0.33,2.11,0.3,7.02,0.76,1.04,97.46
2249,57F-09/C-II/10-12,77.616,14.772,54.38,21.18,6.7,1.06,1.55,1.44,0.09,1.07,1.72,0.1,498.3,28.5,9.5,95.1,39.2,19.5,34.4,17.7,109.6,300.9,34.3,886.4,26.3,58.3,66.3,103.8,147.09,241.91,27.5,95.25,13.6,3.93,1.41,10.77,6.56,1.31,3.6,0.61,4.3,0.67,32.21,1.81,5.3,547.74
2254,57F-09/C-VII/10-12,77.518,14.963,59.39,18.45,5.81,0.66,1.22,1.28,0.07,1.38,2.77,0.1,1093.6,25.8,11.4,84.5,14.1,21.4,26.9,11,93.9,481.2,23.3,412.7,25.4,64.2,38,54.6,119.97,204.99,28.22,109.56,17.47,5.68,1.61,13.24,6.69,1.18,2.84,0.45,3.04,0.42,11.64,1.29,2.47,502.12
2251,57F-09/C-IV/10-12,77.549,14.883,62.43,18.15,6.57,0.75,0.73,0.82,0.06,0.27,1.78,0.08,302.6,21.9,11.6,124.1,10.7,19.8,61.7,23.6,83.2,90.8,20.1,401.9,11.4,82.7,41.5,52.3,27.39,52.73,5.47,21.36,4.22,1.62,0.71,4.43,3.93,0.84,2.32,0.37,2.38,0.36,11.11,0.61,1.64,123.7
2255,57F-09/C-VIII/10-12,77.609,14.949,55.02,21.84,7.25,0.81,1.59,0.94,0.06,0.83,1.75,0.09,410.9,27.8,11.4,111,12.5,17,52,15,82.5,426.4,24.4,758.7,15.6,80.9,20,49.8,52.31,98.59,12.1,47.78,8.46,2.91,0.96,7.04,4.64,0.95,2.57,0.43,2.98,0.49,22.06,0.94,2.94,235.17
2252,57F-09/C-V/10-12,77.626,14.874,58.7,20.4,5.54,0.67,1.21,0.72,0.06,1.19,2.97,0.08,332.1,28,9.8,88.5,49.9,19.9,38,14,161.2,233.1,27.4,486,23.3,59.4,26.4,40.7,50.47,104.72,11.06,40.51,7.09,2.08,0.87,6.03,4.37,0.91,2.61,0.44,3.17,0.47,15.99,2.48,6.82,228.77
2256,57F-09/C-IX/10-12,77.713,14.959,58.07,16.13,4.88,0.74,3.36,2.14,0.06,1.71,2.54,0.31,651.9,21.2,13.9,83.2,25,19,32.2,13.8,114.1,422.2,18.8,896,17.6,83.7,35.8,83.7,39.41,88.02,8.54,32.81,5.91,1.98,0.71,5.04,3.62,0.73,2.08,0.35,2.49,0.41,26.47,1.12,3.55,187.06
2253,57F-09/C-VI/10-12,77.723,14.897,54.98,21.45,6.72,0.82,1.09,0.92,0.08,1.26,2.2,0.08,817.2,31.6,10,98.1,23.8,29.2,36.8,17.1,126.5,271.3,21.6,490.6,17.8,51.5,22.1,58.3,72.96,127.33,15.19,54.69,8.94,3.04,0.93,6.91,4.42,0.84,2.37,0.39,2.61,0.4,16.06,1.23,6.4,294.11
2226,57F/6/001/C/2011-12,77.2948,14.537,51.2,20.98,9.71,1.03,1.48,1.3,0.09,0.87,1.72,0.07,664.6,25.1,14.9,151.8,20.2,18.3,104.2,19.8,73.2,148.9,56.2,769,19.4,170.9,57.3,63.2,89.96,140.4,15.49,54.39,9.63,2.2,1.38,8.6,7.75,1.5,4.43,0.67,4.27,0.7,13.44,0.93,1.96,332.77
2221,57F06/005/C/10/13,77.3886,14.6528,59.1,20,5.96,0.75,1.74,1.3,0.06,2.56,2.73,0.07,729.5,25.1,11.1,88.3,31.3,20.7,24.2,12,71.3,267.5,20.8,1089.7,15.3,106.1,23,67.2,124.13,232.43,21.78,74.96,10.4,1.82,0.93,7.67,4.22,0.73,2.12,0.35,2.29,0.4,37.69,0.6,2.23,476.56
2227,57F/6/002/C/2011-12,77.4086,14.5733,52.85,19.76,8.93,0.66,0.99,1.52,0.06,1.5,2.17,0.06,439,38.3,12.3,87.8,38.5,7.2,26.9,13.6,74.8,77.3,112.4,522.5,42.9,70,31.9,79.4,189.15,364.29,48.49,191.69,39.89,2.04,4.6,31.28,24.47,4.15,10.49,1.44,8.63,1.25,10.35,1.74,4.33,890.58
2225,57F06/009/C/10/13,77.4207,14.6641,61.11,16.36,3.96,0.51,4.38,1.42,0.04,2.25,2.15,0.08,468.4,17.9,13.2,69.8,13.8,20.9,22.2,7.3,74.1,244,17.9,395.4,12.1,133.4,17.7,43.5,27.1,47.61,5.53,21.08,4.15,1.08,0.62,3.9,3.53,0.7,2.12,0.35,2.22,0.37,15.05,0.9,2.07,116.46
2224,57F06/008/C/10/13,77.4256,14.7029,47.98,17.63,18,0.62,2.48,1.98,0.17,1.22,1.84,0.07,279,22.5,15,94.8,9.5,18.3,62.6,19.5,141.5,95.2,47.9,241.7,17.9,217.3,59.3,64.1,43.61,71.69,9.19,34.5,6.62,1.15,0.9,5.95,5.11,1,2.96,0.47,2.95,0.49,10.29,1.43,3.14,180.64
2229,57F/6/004/C/2011-12,77.2674,14.6004,48.95,22.46,9.51,0.81,1.42,1.21,0.09,1.29,1.25,0.08,385.3,29,10,90.1,6.9,17.7,142,17,47.3,143.2,93.3,386.3,21.3,169.4,42.4,102.1,41.38,72.17,10.22,45.51,11.23,4.59,2.33,13.39,14.94,3.03,8.78,1.23,7.74,1.25,7.66,1,1.25,224.4
2223,57F06/007/C/10/13,77.2549,14.7243,59.59,16.89,6.95,0.72,3.11,3.18,0.1,2.22,1.54,0.07,678.6,16.1,15.1,115.4,7.4,15.2,173.5,26.5,37.5,247.2,11.8,504.4,11.2,444.8,41.6,62.7,26.67,43.27,4.47,16.7,2.99,1.08,0.41,2.67,2.33,0.47,1.42,0.24,1.56,0.27,18.71,0.38,0.96,101.88
2410,57E12/05/C/04,77.5758,15.1336,56.91,19.88,6.4,0.83,0.99,1.34,0.07,1.16,2.32,0.1,831.3,33.3,4.8,88.7,31.7,49.4,29,12.3,137,151.3,49.4,651.8,25.4,24.6,39.4,87.8,492.48,593.53,86.82,297.15,36.81,7.47,3.22,26.06,13.12,2.39,5.85,0.91,5.74,0.82,22.29,1.44,6,1546.31
2409,57E12/04/C/04,77.5992,15.1158,55.4,17.13,7.66,0.92,3.1,2.14,0.12,1.96,1.18,0.43,752.7,24,12.8,106.5,12,24.3,25.7,18.7,36.7,472.2,16,687.8,6.2,33.2,31.2,127.1,101.13,205.96,23.59,95.29,16,5.78,1.46,11.97,6.02,1.09,2.54,0.38,2.39,0.34,22.28,0.27,1.4,461.97
2407,57E12/02/C/04,77.6217,15.0231,59.4,11.98,6.16,1.02,5.76,2.64,0.16,1.79,1.5,0.56,799,20.8,16.8,112.5,12.7,30.3,28.2,20.3,48.3,364.1,18.1,517.8,20.3,26.4,42.4,117.4,106.45,242.03,24.55,93.11,14.31,4.95,1.4,10.97,6.17,1.2,3.15,0.5,3.27,0.49,17.35,1.28,1.4,501.58
2408,57E12/03/C/04,77.7233,15.0258,55.02,18.59,8.62,0.9,0.79,1.68,0.05,1.03,1.99,0.07,611,27.5,10.6,135.9,21.5,19.3,101.2,14.9,107.7,102.9,13.8,412.4,16.6,130,22.8,47.2,122.18,177.25,22.61,80.34,11.5,3.47,1.11,8.68,4.72,0.9,2.33,0.37,2.32,0.33,12.21,1.24,1.4,429.43
2411,57E12/06/C/04,77.7178,15.1117,57.78,18.8,6.2,0.82,1.98,1.48,0.09,1.28,1.6,0.22,970.2,25.7,8.4,94.9,16.4,28.3,26.6,12.4,63.7,353.6,23.6,775.2,10.7,38.3,26.6,74.2,186.43,244.41,34.44,122.65,16.63,4.66,1.51,12.15,6.37,1.19,3.01,0.47,3,0.45,25.15,0.69,3.6,625.22
2260,57F-10/C-IV/10/12,77.625,14.7083,57.01,19.66,7.63,0.76,2.4,1.35,0.07,1.82,1.25,0.08,375.5,25.34,14,131.8,10.32,12.9,50.6,18.7,47.98,231.5,20.7,506.7,11.6,133.6,53.23,48.6,36.92,70.77,7.77,29.71,5.64,1.47,0.79,5.08,4.64,0.92,2.76,0.46,2.79,0.48,22.93,0.86,3.01,165.12
2265,57F-10/C-IX/10/16,77.7083,14.5417,57.04,18.75,6.95,0.87,1.75,1,0.06,2.24,3.06,0.14,1189.8,21.6,9.8,108.5,23,21.6,29.9,10.1,105.5,535.3,26.8,1387.7,34,88.6,45.6,61.9,92.32,167.95,23.34,84.64,12.81,2.58,1.25,9.13,6.24,1.15,3.38,0.59,3.62,0.62,38.74,1.18,3.12,400.49
2264,57F-10/C-VIII/10/15,77.7083,14.625,54.08,20.25,6.82,0.69,1.06,1.49,0.05,1.45,2.74,0.09,879.6,26.6,11.4,93.5,31,18.8,50,16.2,128.9,168.2,41.4,471.7,21.8,111.4,26.9,56.2,155.01,277.19,30.77,104,15.51,2.53,1.58,11.39,7.67,1.37,3.98,0.64,3.73,0.58,17.23,1.32,3.91,604.56
2263,57F-10/C-VII/10/14,77.7083,14.7083,52.91,20.65,7.62,1.14,2.38,1.6,0.1,2.45,1.72,0.26,831.7,22.8,10.8,113.8,14.8,20.3,21.3,19.4,66.8,466.6,29.4,711.5,26.8,74.1,51.3,109.5,140.09,237.18,31.72,118.86,18.36,4.06,1.82,13.95,8.8,1.55,4.29,0.7,4.1,0.66,26.87,1.57,3.21,572.19
2259,57F10/C-III/12/13,77.5417,14.5417,48.7,22.57,8.77,1,1.19,1.4,0.07,0.73,1.8,0.09,498,19.2,14.5,154.6,26.5,21.6,65.5,17.9,94.5,217.2,32,238.8,12.5,79.6,61.5,42.1,106.23,190.74,20.47,71.01,10.89,2.43,1.2,8.17,5.87,1.01,2.89,0.42,2.69,0.41,7.45,1.15,6.38,416.26
2258,57F10/C-II/12/13,77.5417,14.625,50.92,21.94,7.69,0.91,1.59,1.17,0.07,1.07,1.67,0.1,643.5,25.3,10.6,123.5,17.8,18.8,43.5,17.4,76.7,307.2,17.4,542,12.6,59,44.4,55.7,87.68,154.57,18.89,69.47,10.99,2.92,1.03,8.19,4.96,0.87,2.41,0.37,2.43,0.4,16.95,0.81,2.68,356.99
2257,57F10/C-I/12/13,77.5417,14.7083,56.69,20.1,5.9,0.64,1.39,1,0.05,1.88,2.7,0.07,529.8,18.2,10.7,88.6,16,18.9,33.6,8.3,73.4,176,18.1,478.1,8.5,61.5,21.1,36.5,26.31,67.65,6.31,23.25,4.4,1.24,0.6,3.79,3.21,0.58,1.81,0.29,1.77,0.33,14.97,0.49,2.7,137.75
2262,57F-10/C-VI/10/13,77.625,14.5417,52.06,21.48,8.83,1.16,1.69,1.64,0.1,1.4,1.76,0.15,651.5,27.8,13.6,138.1,26.4,25.6,82.2,22.6,97.4,359,21.3,706.9,25.2,200.9,67.8,81.7,104.83,172.84,21.74,79.39,12.09,3.18,1.21,9.09,6.13,1.15,3.33,0.55,3.45,0.58,24.51,1.58,6.07,410.47
2261,57F10/C-V/12/13,77.625,14.625,66.13,14.17,3.39,0.58,3.02,1.79,0.05,2.15,3.33,0.06,823.1,13.6,10.1,63.3,14,15.5,27,9.6,100.6,380.5,15.4,706,8.1,45.7,12.1,17.9,23.18,54.75,5.55,20.89,3.94,1.12,0.51,3.21,2.8,0.53,1.71,0.3,1.96,0.38,22.46,0.61,3.68,117.62
2381,57E8/009/C/06,77.4786,15.2481,56.02,16.99,8.51,0.97,4.05,2.1,0.11,1.72,1.08,0.45,767.1,25,15.8,125.6,7.7,13.3,21,19,29.9,445,17.7,826,8.3,57.1,38.1,80.7,88.39,164.27,22.6,89.86,13.91,4.99,1.36,11,5.95,1.1,2.87,0.45,3.06,0.49,25.51,0.69,1.96,399.3
2644,57B/13/B1/C/14-15,76.875,14.9583,59.42,15.23,6.96,0.77,1.73,1.57,0.15,0.49,1.94,0.06,406,24,10,106,24,21,63,20,118,166,23,304,14,129,36,55,50.67,99.11,10.26,35.15,6.5,1.33,0.89,5.55,5.13,1.01,2.85,0.39,2.46,0.46,8.15,1.02,2.65,216.21
2645,57B/13/B2/C/14-15,76.875,14.875,52.04,10.39,5.44,0.66,9.1,3.17,0.25,0.5,1.65,0.04,508,16,16,96,20,23,44,17,102,504,18,200,12,88,34,32,22.25,52.34,4.75,17.17,3.62,0.85,0.53,3.51,3.46,0.61,1.97,0.33,1.91,0.39,5.16,1,2.47,110.18
2648,57B/13/C2/C/14-15,76.9583,14.875,61.25,11.71,4.35,0.61,5.62,2.13,0.15,1.4,2.18,0.07,510,20,12,74,28,25,41,16,138,254,24,290,12,92,29,41,27.7,56.06,5.96,20.78,4.23,0.8,0.65,4.54,3.87,0.82,2.3,0.35,2.14,0.41,7.76,0.88,3.89,126.07
2647,57B/13/C1/C/14-15,76.9583,14.9583,48.14,19.36,12.26,1.02,0.95,1.12,0.13,0.28,1.02,0.07,364,25,20,230,34,18,116,28,83,79,25,335,15,198,78,64,54.45,99.76,11.21,38.65,7.12,1.56,0.93,6.94,5.6,1.01,2.98,0.45,2.46,0.55,12.16,0.98,2.24,226.73
2376,57E8/004/C/06,77.3019,15.1244,52.39,13.22,5.37,0.73,8.24,3.01,0.13,0.75,1,0.14,531.4,19.6,24.9,93.4,10.3,12.3,42.7,19.8,54.8,199,15.4,416,7.3,53.7,42.4,78.1,41.87,83.76,8.17,32.41,5.53,2.17,0.74,5.12,3.63,0.75,2.01,0.31,2.07,0.32,14.12,0.57,1.8,183.74
2377,57E8/005/C/06,77.3767,15.1564,52.48,15.64,7.24,0.8,5.26,2.74,0.12,0.53,1.33,0.18,748.6,26.3,19.7,111,8.5,10.4,45.7,19.8,64.5,219,19,428,9.9,55.6,49.8,87.9,67.74,85.46,13.16,51.1,8.07,2.86,0.93,6.85,4.38,0.88,2.37,0.37,2.41,0.36,11.9,0.59,1.16,240.09
2379,57E8/007/C/06,77.3206,15.0689,58.63,20.15,4.93,0.68,0.74,0.62,0.07,0.76,3.34,0.06,1162.4,25.4,8.8,84.5,13.5,17,43.7,20.2,136.9,125,19.8,377,20.6,47.5,29.4,31.6,50.41,108.25,9.69,35.54,5.8,1.92,0.69,4.76,3.47,0.73,2.01,0.31,2.11,0.33,11.74,1.11,2.97,221.26
2370,57E7/VII/C/07,77.26,15.44,70.54,10.15,3.74,0.25,3.48,1.88,0.01,0.22,0.63,0.03,72.3,9.8,4.6,26.8,7.9,12.2,22.4,3.1,42.3,224.06,14.9,268.2,13.4,73.7,25.2,32.2,18.5,51.05,4.3,17.05,3.52,0.96,0.52,3.24,2.84,0.61,1.72,0.29,1.85,0.28,9.49,0.62,2.3,103.49
2367,57E7/IV/C/07,77.27,15.39,77.68,10.38,2.16,0.13,1.04,0.54,0.01,0.36,2.36,0.16,124.9,10,3.9,26.3,12.7,12.7,27.1,3.7,116.1,161.08,18.4,357.4,13.2,44.4,20.9,40.2,12.72,27.44,2.8,11.09,2.33,0.67,0.34,2.14,1.91,0.43,1.24,0.22,1.48,0.23,13.17,0.6,2.53,62.9
2364,57E7/I/C/07,77.28,15.29,62.7,14.48,3.49,0.21,5.92,0.71,0.01,0.7,2.92,0.06,295.8,19,3.8,25.6,10.3,11.2,25.6,2.6,93.9,302.01,16.8,320.8,13.2,38.1,20.2,40.8,28.67,60.43,6.21,24.26,4.39,1.4,0.51,3.56,2.59,0.54,1.45,0.23,1.62,0.24,11.26,0.72,1.44,132.54
2365,57E7/II/C/07,77.38,15.3,62.41,15.26,6.66,0.28,5.01,1.12,0.01,2.23,0.97,0.19,182.2,18.6,4,32.1,4.1,9.7,24.6,2.1,18.5,692.16,13.2,300.3,15.3,31.9,24.3,81.5,33.21,72.03,8.31,34.93,6.18,2.18,0.68,5.14,3.27,0.65,1.65,0.25,1.57,0.22,8.61,0.3,0.93,165.13
2371,57E7/VIII/C/07,77.38,15.45,67.51,10.81,3.58,0.28,3.43,1.51,0.05,1.91,0.32,0.02,61.5,7.4,3.6,26.6,5.2,11.5,23.9,3.4,26.8,247.35,13.1,350.2,14.2,58,18.7,25.5,15.92,42.67,3.74,14.87,3.02,0.89,0.46,2.89,2.49,0.54,1.52,0.24,1.62,0.25,10.6,0.53,1.82,88.23
2368,57E7/V/C/07,77.4,15.4,73.11,8.41,2.92,0.21,5.51,1.5,0.01,0.24,0.64,0.04,72.8,7.8,4,26.2,8.5,9.2,26.9,6.1,31.5,251.09,14.5,468,13.5,57,20.2,25.3,14.64,35.83,3.49,14.2,3.07,0.93,0.49,3.01,2.72,0.6,1.71,0.28,1.95,0.3,17.02,0.51,2.21,80.21
2372,57E7/IX/C/07,77.47,15.45,69.18,14.45,3.74,0.2,1.61,0.83,0.01,0.27,2.18,0.05,144,15.1,3.7,26.4,16.6,16.3,25.1,2.8,125.1,156.23,19.5,238.5,13.6,76.9,24.4,34.5,20.34,44.97,4.47,17.07,3.28,0.92,0.44,2.97,2.42,0.53,1.5,0.24,1.67,0.26,10.21,0.8,2.81,98.11
2366,57E7/III/C/07,77.49,15.28,71.86,13.82,4.01,0.17,3.52,0.39,0.01,1.45,0.73,0.05,82.4,15.8,5.9,28.5,4.5,7.6,24.3,3.4,18.1,378.08,12.7,425.6,14.2,31.4,15.7,30.4,13.11,24.95,2.75,11.38,2.6,1.26,0.41,2.65,2.31,0.53,1.4,0.23,1.53,0.24,15.73,0.37,1.27,62.7
2369,57E7/VI/C/07,77.49,15.39,64.09,12.44,5.93,0.34,2.99,2.14,0.02,0.19,0.42,0.05,121.3,18.2,4.4,29.1,10.5,15.8,25.3,5.2,36,240.98,16.6,356.7,12.5,108.4,35.3,42.7,22.13,69.57,5.21,20.68,4.13,1.17,0.63,3.81,3.44,0.75,2.09,0.34,2.32,0.35,10.96,0.8,2.43,132.81
2642,57B/13/A2/C/14-15,76.7917,14.875,52.49,11.35,4.84,0.63,10.72,1.47,0.06,1.19,2.23,0.17,286,21,15,66,45,17,30,11,156,149,41,343,14,47,38,54,122.22,249.24,20.44,69.15,12.08,1.54,1.57,10.83,8.41,1.43,3.99,0.59,2.98,0.54,11.93,0.93,2.11,494.18
2357,57E6/003/C/07,77.2917,15.5417,56.6,21.11,5.56,0.63,0.83,0.99,0.04,0.4,2.77,0.07,403.6,27.2,5.88,110.4,19.9,24.8,56.2,14.6,218.8,90.56,26.5,369.46,18.5,77.2,24.4,35.5,30.39,61.87,6.8,25.8,4.5,1.16,0.64,4.12,3.52,0.78,2.18,0.35,2.38,0.37,13.43,1.08,4.46,140.74
2356,57E6/002/C/07,77.2917,15.625,58.38,18.61,5.58,0.78,1.81,1.79,0.07,1.68,2.37,0.15,826.3,25.3,4.9,94.2,28.3,20.7,32.4,15.3,97.8,455.67,19.4,555.22,18.2,48.7,30.2,78.1,98.44,191.42,17.57,61.27,8.25,2.56,0.85,6.26,3.91,0.77,2.06,0.34,2.25,0.34,15.44,1.15,4.95,390.03
2355,57E6/001/C/07,77.2917,15.7083,58,20.72,5.07,0.58,1.26,1.2,0.06,1.19,2.49,0.06,794.1,24.7,5.11,85.4,8.9,19.6,40.3,14,98.4,252.43,17.1,309.43,11.5,64.7,28.6,57,33.38,80.66,6.92,26.06,4.33,1.25,0.51,3.58,2.51,0.5,1.38,0.22,1.48,0.22,10.56,0.63,1.88,159.42
2360,57E6/006/C/07,77.375,15.5417,61.25,16.04,6.94,1.02,1.51,1.37,0.09,1.65,3.86,0.27,917.6,24.5,8.05,45.1,29.3,38.4,19.4,17.9,215.2,172.74,58.8,1428.46,48.4,30.7,11.8,113.2,195.99,337.68,44.82,174.74,30.72,5.14,4.12,27.81,20.87,4.21,10.97,1.68,10.4,1.43,48.03,2.94,8.03,842.77
2359,57E6/005/C/07,77.375,15.625,60.12,19.42,5.17,0.78,0.76,0.95,0.04,0.38,3.73,0.05,447.7,21.4,4.76,85.7,48.3,32.2,37.2,13.1,205,73.51,33,1286.65,38.4,60.9,14.2,39.7,62.45,132,13.93,51.52,9.39,1.51,1.32,8.46,6.86,1.46,4.07,0.68,4.65,0.7,45.34,2.25,9.34,290.54
2363,57E6/009/C/07,77.4583,15.5417,52.42,21.37,10.27,0.93,0.51,1.04,0.07,0.13,2.4,0.06,314.4,21.4,14.84,242.7,7.2,13.3,88.4,32.3,137.6,44.97,19.5,306.85,11.9,131.2,55.2,27,23.17,59.02,5.27,20.97,4.16,1.3,0.65,4.15,3.56,0.77,2.03,0.33,2.25,0.32,11.7,0.78,2.55,123.8
2362,57E6/008/C/07,77.4583,15.625,55.6,21.42,6.53,0.8,0.64,0.9,0.04,0.41,3.43,0.06,427.4,25.5,6.65,122.2,35.4,30.5,56.2,17.3,189,58.65,25.7,477.21,21.4,76,24,34.7,61.67,142.34,14.34,53.91,9.74,1.37,1.03,8.09,4.75,0.9,2.26,0.35,2.33,0.35,15.23,0.94,5.54,295.34
2361,57E6/007/C/07,77.4583,15.7083,55.61,21.34,6.82,0.82,0.66,0.89,0.04,0.39,3.2,0.06,400.1,27.5,7.84,128.6,33,29.4,58.8,17.8,190.4,57.56,25.8,473.77,20.9,76.9,23.9,35.9,72.54,159.52,16.62,62.49,11.01,1.41,1.14,9.11,5,0.94,2.29,0.35,2.32,0.34,15.04,0.98,6.64,335.97
2889,57A12/C2/C9,76.7083,15.125,0,11.37,9.55,0.45,15.08,7.02,0.14,0.2,0.89,0.06,202,2.5,30.3,119.9,2,9.4,75.7,32.6,34.8,98.6,18.3,36.8,2.5,204,4,39,5.59,15.5,1.43,5.73,1.31,0.45,0.3,1.64,2.07,0.42,1.39,0.22,1.4,0.23,2.55,0.21,0.25,36.04
2884,57A12/C3/C4,76.7083,15.0417,0,14.56,3.83,0.21,8.69,2.86,0.03,0.37,2.9,0.03,24.4,14,15,39.6,8.9,36.7,16.9,4.2,240,135,20.4,54.4,16.1,33.3,61.2,29.4,3.32,10.55,0.91,3.47,0.79,0.16,0.17,0.85,1.17,0.25,0.84,0.16,1.19,0.2,5.01,2.4,6.78,23.18
2194,57F3/C1/SS/13,77.035,14.286,64.53,15.99,2.98,0.45,2.54,1.07,0.04,2.92,4,0.1,763.3,14,7.8,35.7,29.7,20,17,6.8,137.1,299.4,41.1,751.1,13,47.7,13.2,26.8,96.8,152.17,17.3,61.06,11.13,1.37,1.67,10.42,11.38,2.28,7.02,1.07,7.3,1.18,27.86,1.28,6.58,371.73
